w_content,w_semantic,w_sentiment,w_rating_quality,w_agreement,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
0.05,0.1,0.15000000000000002,0.65,0.05,0.44166666666666665,0.021324212288845082,0.46879003771487676,0.3333333333333333,0.03187108534651529,0.3828189620634574
0.05,0.05,0.1,0.5,0.30000000000000004,0.4166666666666667,0.019986312104742023,0.44179045724917526,0.3416666666666666,0.03343396518805569,0.38198142796377965
0.15000000000000002,0.05,0.05,0.6000000000000001,0.15000000000000002,0.425,0.021517862944041566,0.4305470445125151,0.3541666666666667,0.034427252106539484,0.38053498210831677
0.1,0.1,0.1,0.6000000000000001,0.1,0.3833333333333333,0.019930330618101833,0.398776128576208,0.3666666666666667,0.03581841105753831,0.3802097680433072
0.1,0.1,0.05,0.5,0.25,0.425,0.02169202912027642,0.4264785253644922,0.35833333333333334,0.03496527291504981,0.3786766735604536
0.1,0.15000000000000002,0.1,0.6000000000000001,0.05,0.375,0.019687796792911036,0.404326898838423,0.3541666666666667,0.03488161552683309,0.3783274713188392
0.1,0.05,0.05,0.45,0.35000000000000003,0.425,0.021696873560149408,0.42611817201183655,0.3541666666666667,0.03441739841693224,0.37622941419920736
0.05,0.15000000000000002,0.05,0.5,0.25,0.4083333333333334,0.02132477581704023,0.4234812069026482,0.34583333333333327,0.03805031029551088,0.3745344341017302
0.05,0.05,0.15000000000000002,0.6000000000000001,0.15000000000000002,0.39999999999999997,0.01932865321026468,0.4304886951499338,0.3333333333333333,0.03154146758469603,0.37384511834030737
0.05,0.1,0.1,0.55,0.2,0.3916666666666666,0.020362294761495394,0.4307399925238193,0.325,0.031032083263777346,0.37004702632449993
0.1,0.1,0.05,0.45,0.30000000000000004,0.375,0.019677965728431123,0.3854311617115907,0.35833333333333334,0.03496527291504981,0.3692222989298692
0.05,0.1,0.05,0.4,0.4,0.3833333333333333,0.02012697922883781,0.39981413430521034,0.3458333333333334,0.033071264296434186,0.36802918379876354
